Sequence ID	Score
BG4_G4Seq_HaCaT_GSE76688_peak99	0.5791224
BG4_G4Seq_HaCaT_GSE76688_peak100	0.38563964
BG4_G4Seq_HaCaT_GSE76688_peak101	0.9606921
BG4_G4Seq_HaCaT_GSE76688_peak102	0.55262554
BG4_G4Seq_HaCaT_GSE76688_peak103	0.64226454
BG4_G4Seq_HaCaT_GSE76688_peak104	0.077642
BG4_G4Seq_HaCaT_GSE76688_peak105	0.030200101
BG4_G4Seq_HaCaT_GSE76688_peak106	0.09475013
BG4_G4Seq_HaCaT_GSE76688_peak107	0.14271995
BG4_G4Seq_HaCaT_GSE76688_peak108	0.24741384
BG4_G4Seq_HaCaT_GSE76688_peak109	0.77744645
BG4_G4Seq_HaCaT_GSE76688_peak110	0.946796
BG4_G4Seq_HaCaT_GSE76688_peak111	0.6694048
BG4_G4Seq_HaCaT_GSE76688_peak112	0.8572741
BG4_G4Seq_HaCaT_GSE76688_peak113	0.55837923
BG4_G4Seq_HaCaT_GSE76688_peak114	0.55096173
BG4_G4Seq_HaCaT_GSE76688_peak115	0.49979708
BG4_G4Seq_HaCaT_GSE76688_peak116	0.9356344
BG4_G4Seq_HaCaT_GSE76688_peak117	0.61976045
BG4_G4Seq_HaCaT_GSE76688_peak118	0.41671044
BG4_G4Seq_HaCaT_GSE76688_peak119	0.97924566
BG4_G4Seq_HaCaT_GSE76688_peak120	0.75951916
BG4_G4Seq_HaCaT_GSE76688_peak121	0.829637
BG4_G4Seq_HaCaT_GSE76688_peak122	0.06992427
BG4_G4Seq_HaCaT_GSE76688_peak123	0.77397716
BG4_G4Seq_HaCaT_GSE76688_peak124	0.8977862
BG4_G4Seq_HaCaT_GSE76688_peak125	0.418827
BG4_G4Seq_HaCaT_GSE76688_peak126	0.45507023
BG4_G4Seq_HaCaT_GSE76688_peak127	0.3159576
BG4_G4Seq_HaCaT_GSE76688_peak128	0.018419929
BG4_G4Seq_HaCaT_GSE76688_peak129	0.7073449
BG4_G4Seq_HaCaT_GSE76688_peak130	0.7817495
BG4_G4Seq_HaCaT_GSE76688_peak131	0.110236384
BG4_G4Seq_HaCaT_GSE76688_peak132	0.017739516
BG4_G4Seq_HaCaT_GSE76688_peak133	0.0010681953
BG4_G4Seq_HaCaT_GSE76688_peak134	0.49444875
BG4_G4Seq_HaCaT_GSE76688_peak135	0.72735536
BG4_G4Seq_HaCaT_GSE76688_peak136	0.30147234
BG4_G4Seq_HaCaT_GSE76688_peak137	0.14004019
BG4_G4Seq_HaCaT_GSE76688_peak138	0.03530034
BG4_G4Seq_HaCaT_GSE76688_peak139	0.11413381
BG4_G4Seq_HaCaT_GSE76688_peak140	0.100794144
BG4_G4Seq_HaCaT_GSE76688_peak141	0.00053546834
BG4_G4Seq_HaCaT_GSE76688_peak142	0.34746182
BG4_G4Seq_HaCaT_GSE76688_peak143	0.20959288
BG4_G4Seq_HaCaT_GSE76688_peak144	0.73476464
BG4_G4Seq_HaCaT_GSE76688_peak145	0.872858
BG4_G4Seq_HaCaT_GSE76688_peak146	0.9420862
BG4_G4Seq_HaCaT_GSE76688_peak147	0.3475437
BG4_G4Seq_HaCaT_GSE76688_peak148	0.6845168
BG4_G4Seq_HaCaT_GSE76688_peak149	0.036190946
BG4_G4Seq_HaCaT_GSE76688_peak150	0.99773043
BG4_G4Seq_HaCaT_GSE76688_peak151	0.43161133
BG4_G4Seq_HaCaT_GSE76688_peak152	0.095730565
BG4_G4Seq_HaCaT_GSE76688_peak153	0.76214457
BG4_G4Seq_HaCaT_GSE76688_peak154	0.7395974
BG4_G4Seq_HaCaT_GSE76688_peak155	0.11537532
BG4_G4Seq_HaCaT_GSE76688_peak156	0.395916
BG4_G4Seq_HaCaT_GSE76688_peak157	0.95059615
BG4_G4Seq_HaCaT_GSE76688_peak158	0.10873298
BG4_G4Seq_HaCaT_GSE76688_peak159	0.008799315
BG4_G4Seq_HaCaT_GSE76688_peak160	0.9887553
BG4_G4Seq_HaCaT_GSE76688_peak161	0.49289408
BG4_G4Seq_HaCaT_GSE76688_peak162	0.93311036
BG4_G4Seq_HaCaT_GSE76688_peak163	0.23740654
BG4_G4Seq_HaCaT_GSE76688_peak164	0.004742957
BG4_G4Seq_HaCaT_GSE76688_peak165	0.18847513
BG4_G4Seq_HaCaT_GSE76688_peak166	0.9352625
BG4_G4Seq_HaCaT_GSE76688_peak167	0.120128915
BG4_G4Seq_HaCaT_GSE76688_peak168	0.6442814
BG4_G4Seq_HaCaT_GSE76688_peak169	0.6215371
BG4_G4Seq_HaCaT_GSE76688_peak170	0.36677116
BG4_G4Seq_HaCaT_GSE76688_peak171	0.023499845
BG4_G4Seq_HaCaT_GSE76688_peak172	0.46586528
BG4_G4Seq_HaCaT_GSE76688_peak173	0.8143345
BG4_G4Seq_HaCaT_GSE76688_peak174	0.05210262
BG4_G4Seq_HaCaT_GSE76688_peak175	0.42948112
BG4_G4Seq_HaCaT_GSE76688_peak176	0.5383343
BG4_G4Seq_HaCaT_GSE76688_peak177	0.022065643
BG4_G4Seq_HaCaT_GSE76688_peak178	0.26428878
BG4_G4Seq_HaCaT_GSE76688_peak179	0.021638276
BG4_G4Seq_HaCaT_GSE76688_peak180	0.8151415
BG4_G4Seq_HaCaT_GSE76688_peak181	0.16780484
BG4_G4Seq_HaCaT_GSE76688_peak182	0.061230358
BG4_G4Seq_HaCaT_GSE76688_peak183	0.9365347
BG4_G4Seq_HaCaT_GSE76688_peak184	0.0026775326
BG4_G4Seq_HaCaT_GSE76688_peak185	0.07605715
BG4_G4Seq_HaCaT_GSE76688_peak186	0.8055529
BG4_G4Seq_HaCaT_GSE76688_peak187	0.24925813
BG4_G4Seq_HaCaT_GSE76688_peak188	0.0021027208
BG4_G4Seq_HaCaT_GSE76688_peak189	0.6414158
BG4_G4Seq_HaCaT_GSE76688_peak190	0.002080255
BG4_G4Seq_HaCaT_GSE76688_peak191	0.815096
BG4_G4Seq_HaCaT_GSE76688_peak192	0.997136
BG4_G4Seq_HaCaT_GSE76688_peak193	0.33326057
BG4_G4Seq_HaCaT_GSE76688_peak194	0.024394255
BG4_G4Seq_HaCaT_GSE76688_peak195	0.69423985
BG4_G4Seq_HaCaT_GSE76688_peak196	0.021693077
BG4_G4Seq_HaCaT_GSE76688_peak197	0.034727424
BG4_G4Seq_HaCaT_GSE76688_peak198	0.020967104
BG4_G4Seq_HaCaT_GSE76688_peak199	7.1120456e-05
BG4_G4Seq_HaCaT_GSE76688_peak200	0.31525433
BG4_G4Seq_HaCaT_GSE76688_peak201	0.5885181
BG4_G4Seq_HaCaT_GSE76688_peak202	0.009394698
BG4_G4Seq_HaCaT_GSE76688_peak203	0.04864678
BG4_G4Seq_HaCaT_GSE76688_peak204	0.031009747
BG4_G4Seq_HaCaT_GSE76688_peak205	0.07299061
BG4_G4Seq_HaCaT_GSE76688_peak206	0.70403606
BG4_G4Seq_HaCaT_GSE76688_peak207	0.73723555
BG4_G4Seq_HaCaT_GSE76688_peak208	0.010883935
BG4_G4Seq_HaCaT_GSE76688_peak209	0.78585464
BG4_G4Seq_HaCaT_GSE76688_peak210	0.53724897
BG4_G4Seq_HaCaT_GSE76688_peak211	0.77791476
BG4_G4Seq_HaCaT_GSE76688_peak212	0.37266174
BG4_G4Seq_HaCaT_GSE76688_peak213	0.79209
BG4_G4Seq_HaCaT_GSE76688_peak214	0.05618139
BG4_G4Seq_HaCaT_GSE76688_peak215	0.2953589
BG4_G4Seq_HaCaT_GSE76688_peak216	0.31184855
BG4_G4Seq_HaCaT_GSE76688_peak217	0.6459303
BG4_G4Seq_HaCaT_GSE76688_peak218	0.060189392
BG4_G4Seq_HaCaT_GSE76688_peak219	0.07117443
BG4_G4Seq_HaCaT_GSE76688_peak220	0.8410718
BG4_G4Seq_HaCaT_GSE76688_peak221	0.67629373
BG4_G4Seq_HaCaT_GSE76688_peak222	0.2160549
BG4_G4Seq_HaCaT_GSE76688_peak223	0.7721645
BG4_G4Seq_HaCaT_GSE76688_peak224	0.24172595
BG4_G4Seq_HaCaT_GSE76688_peak225	0.16685188
BG4_G4Seq_HaCaT_GSE76688_peak226	0.14151813
BG4_G4Seq_HaCaT_GSE76688_peak227	0.010997809
BG4_G4Seq_HaCaT_GSE76688_peak228	0.014666191
BG4_G4Seq_HaCaT_GSE76688_peak229	0.013279202
BG4_G4Seq_HaCaT_GSE76688_peak230	0.3913395
BG4_G4Seq_HaCaT_GSE76688_peak231	0.7213304
BG4_G4Seq_HaCaT_GSE76688_peak232	0.35654584
BG4_G4Seq_HaCaT_GSE76688_peak233	0.47798136
BG4_G4Seq_HaCaT_GSE76688_peak234	0.008503251
BG4_G4Seq_HaCaT_GSE76688_peak235	0.9071272
BG4_G4Seq_HaCaT_GSE76688_peak236	0.40271065
BG4_G4Seq_HaCaT_GSE76688_peak237	0.99931705
BG4_G4Seq_HaCaT_GSE76688_peak238	0.008864754
BG4_G4Seq_HaCaT_GSE76688_peak239	0.08086867
BG4_G4Seq_HaCaT_GSE76688_peak240	0.6546834
BG4_G4Seq_HaCaT_GSE76688_peak241	0.27137098
BG4_G4Seq_HaCaT_GSE76688_peak242	0.052326657
BG4_G4Seq_HaCaT_GSE76688_peak243	0.18024956
BG4_G4Seq_HaCaT_GSE76688_peak244	0.90989786
BG4_G4Seq_HaCaT_GSE76688_peak245	0.3133015
BG4_G4Seq_HaCaT_GSE76688_peak246	0.27263445
BG4_G4Seq_HaCaT_GSE76688_peak247	0.106709905
BG4_G4Seq_HaCaT_GSE76688_peak248	0.19323961
BG4_G4Seq_HaCaT_GSE76688_peak249	0.68375295
BG4_G4Seq_HaCaT_GSE76688_peak250	0.95925003
BG4_G4Seq_HaCaT_GSE76688_peak251	0.5430846
BG4_G4Seq_HaCaT_GSE76688_peak252	0.3891332
BG4_G4Seq_HaCaT_GSE76688_peak253	0.24126977
BG4_G4Seq_HaCaT_GSE76688_peak254	0.8275786
BG4_G4Seq_HaCaT_GSE76688_peak255	0.10587831
BG4_G4Seq_HaCaT_GSE76688_peak256	0.026742944
BG4_G4Seq_HaCaT_GSE76688_peak257	0.6815645
BG4_G4Seq_HaCaT_GSE76688_peak258	0.03680357
BG4_G4Seq_HaCaT_GSE76688_peak259	0.77358234
BG4_G4Seq_HaCaT_GSE76688_peak260	0.009437761
BG4_G4Seq_HaCaT_GSE76688_peak261	0.05658595
BG4_G4Seq_HaCaT_GSE76688_peak262	0.034527227
BG4_G4Seq_HaCaT_GSE76688_peak263	0.024582844
BG4_G4Seq_HaCaT_GSE76688_peak264	0.069975816
BG4_G4Seq_HaCaT_GSE76688_peak265	0.054815702
BG4_G4Seq_HaCaT_GSE76688_peak266	0.15203679
BG4_G4Seq_HaCaT_GSE76688_peak267	0.050240442
BG4_G4Seq_HaCaT_GSE76688_peak268	0.1471801
BG4_G4Seq_HaCaT_GSE76688_peak269	0.125265
BG4_G4Seq_HaCaT_GSE76688_peak270	0.09085631
BG4_G4Seq_HaCaT_GSE76688_peak271	0.10225183
BG4_G4Seq_HaCaT_GSE76688_peak272	0.33116516
BG4_G4Seq_HaCaT_GSE76688_peak273	0.30929863
BG4_G4Seq_HaCaT_GSE76688_peak274	0.13097352
BG4_G4Seq_HaCaT_GSE76688_peak275	0.93736154
BG4_G4Seq_HaCaT_GSE76688_peak276	0.31625643
BG4_G4Seq_HaCaT_GSE76688_peak277	0.46530458
BG4_G4Seq_HaCaT_GSE76688_peak278	0.40190408
BG4_G4Seq_HaCaT_GSE76688_peak279	0.79077196
BG4_G4Seq_HaCaT_GSE76688_peak280	0.022867242
BG4_G4Seq_HaCaT_GSE76688_peak281	0.6249703
BG4_G4Seq_HaCaT_GSE76688_peak282	0.83092695
BG4_G4Seq_HaCaT_GSE76688_peak283	0.9072648
BG4_G4Seq_HaCaT_GSE76688_peak284	0.6290612
BG4_G4Seq_HaCaT_GSE76688_peak285	0.975486
BG4_G4Seq_HaCaT_GSE76688_peak286	0.29974112
BG4_G4Seq_HaCaT_GSE76688_peak287	0.34711406
BG4_G4Seq_HaCaT_GSE76688_peak288	0.22746924
BG4_G4Seq_HaCaT_GSE76688_peak289	0.16406621
BG4_G4Seq_HaCaT_GSE76688_peak290	0.54856235
BG4_G4Seq_HaCaT_GSE76688_peak291	0.041519657
BG4_G4Seq_HaCaT_GSE76688_peak292	0.096892774
BG4_G4Seq_HaCaT_GSE76688_peak293	0.21751338
BG4_G4Seq_HaCaT_GSE76688_peak294	0.80684084
BG4_G4Seq_HaCaT_GSE76688_peak295	0.046803776
BG4_G4Seq_HaCaT_GSE76688_peak296	0.5169303
BG4_G4Seq_HaCaT_GSE76688_peak297	0.9972894
BG4_G4Seq_HaCaT_GSE76688_peak298	0.375717
BG4_G4Seq_HaCaT_GSE76688_peak299	0.10457102
BG4_G4Seq_HaCaT_GSE76688_peak300	0.7508889
BG4_G4Seq_HaCaT_GSE76688_peak301	0.86646694
BG4_G4Seq_HaCaT_GSE76688_peak302	0.8142907
BG4_G4Seq_HaCaT_GSE76688_peak303	0.73166597
BG4_G4Seq_HaCaT_GSE76688_peak304	0.011394906
BG4_G4Seq_HaCaT_GSE76688_peak305	0.24046312
BG4_G4Seq_HaCaT_GSE76688_peak306	0.014617848
BG4_G4Seq_HaCaT_GSE76688_peak307	0.4201377
BG4_G4Seq_HaCaT_GSE76688_peak308	0.07201565
BG4_G4Seq_HaCaT_GSE76688_peak309	0.27064067
BG4_G4Seq_HaCaT_GSE76688_peak310	0.2930907
BG4_G4Seq_HaCaT_GSE76688_peak311	0.15912934
BG4_G4Seq_HaCaT_GSE76688_peak312	0.55222374
BG4_G4Seq_HaCaT_GSE76688_peak313	0.51075387
BG4_G4Seq_HaCaT_GSE76688_peak314	0.019327395
BG4_G4Seq_HaCaT_GSE76688_peak315	0.1512917
BG4_G4Seq_HaCaT_GSE76688_peak316	0.7057526
BG4_G4Seq_HaCaT_GSE76688_peak317	0.94029474
BG4_G4Seq_HaCaT_GSE76688_peak318	0.2075082
BG4_G4Seq_HaCaT_GSE76688_peak319	0.1193746
BG4_G4Seq_HaCaT_GSE76688_peak320	0.33951303
BG4_G4Seq_HaCaT_GSE76688_peak321	0.106388725
BG4_G4Seq_HaCaT_GSE76688_peak322	0.73205674
BG4_G4Seq_HaCaT_GSE76688_peak323	0.34316748
BG4_G4Seq_HaCaT_GSE76688_peak324	0.8106382
BG4_G4Seq_HaCaT_GSE76688_peak325	0.5550008
BG4_G4Seq_HaCaT_GSE76688_peak326	0.40308604
BG4_G4Seq_HaCaT_GSE76688_peak327	0.30300632
BG4_G4Seq_HaCaT_GSE76688_peak328	0.39735767
BG4_G4Seq_HaCaT_GSE76688_peak329	0.19816932
BG4_G4Seq_HaCaT_GSE76688_peak330	0.13649839
BG4_G4Seq_HaCaT_GSE76688_peak331	0.99644023
BG4_G4Seq_HaCaT_GSE76688_peak332	0.71356386
BG4_G4Seq_HaCaT_GSE76688_peak333	0.44471654
BG4_G4Seq_HaCaT_GSE76688_peak334	0.77134764
BG4_G4Seq_HaCaT_GSE76688_peak335	0.9944376
BG4_G4Seq_HaCaT_GSE76688_peak336	0.05093101
BG4_G4Seq_HaCaT_GSE76688_peak337	0.4477052
BG4_G4Seq_HaCaT_GSE76688_peak338	0.08563371
BG4_G4Seq_HaCaT_GSE76688_peak339	0.04980087
BG4_G4Seq_HaCaT_GSE76688_peak340	0.60755694
BG4_G4Seq_HaCaT_GSE76688_peak341	0.5197658
BG4_G4Seq_HaCaT_GSE76688_peak342	0.6772003
BG4_G4Seq_HaCaT_GSE76688_peak343	0.015213456
BG4_G4Seq_HaCaT_GSE76688_peak344	0.7522578
BG4_G4Seq_HaCaT_GSE76688_peak345	0.8768383
BG4_G4Seq_HaCaT_GSE76688_peak346	0.82332176
BG4_G4Seq_HaCaT_GSE76688_peak347	0.4265823
BG4_G4Seq_HaCaT_GSE76688_peak348	0.45424628
BG4_G4Seq_HaCaT_GSE76688_peak349	0.82356054
BG4_G4Seq_HaCaT_GSE76688_peak350	0.6470355
BG4_G4Seq_HaCaT_GSE76688_peak351	0.021955436
BG4_G4Seq_HaCaT_GSE76688_peak352	0.66463715
BG4_G4Seq_HaCaT_GSE76688_peak353	0.3513446
BG4_G4Seq_HaCaT_GSE76688_peak354	0.3113465
BG4_G4Seq_HaCaT_GSE76688_peak355	0.23478903
BG4_G4Seq_HaCaT_GSE76688_peak356	0.01148626
BG4_G4Seq_HaCaT_GSE76688_peak357	0.33004642
BG4_G4Seq_HaCaT_GSE76688_peak358	0.24407534
BG4_G4Seq_HaCaT_GSE76688_peak359	0.2168169
BG4_G4Seq_HaCaT_GSE76688_peak360	0.616309
BG4_G4Seq_HaCaT_GSE76688_peak361	0.23941644
BG4_G4Seq_HaCaT_GSE76688_peak362	0.30952072
BG4_G4Seq_HaCaT_GSE76688_peak363	0.023414414
BG4_G4Seq_HaCaT_GSE76688_peak364	0.24010862
BG4_G4Seq_HaCaT_GSE76688_peak365	0.12677643
BG4_G4Seq_HaCaT_GSE76688_peak366	0.0058858683
BG4_G4Seq_HaCaT_GSE76688_peak367	0.0349978
BG4_G4Seq_HaCaT_GSE76688_peak368	0.81110317
BG4_G4Seq_HaCaT_GSE76688_peak369	0.6594066
BG4_G4Seq_HaCaT_GSE76688_peak370	0.18030329
BG4_G4Seq_HaCaT_GSE76688_peak371	0.81622666
BG4_G4Seq_HaCaT_GSE76688_peak372	0.022952545
BG4_G4Seq_HaCaT_GSE76688_peak373	0.02055657
BG4_G4Seq_HaCaT_GSE76688_peak374	0.54190487
BG4_G4Seq_HaCaT_GSE76688_peak375	0.00062019436
BG4_G4Seq_HaCaT_GSE76688_peak376	0.060152087
BG4_G4Seq_HaCaT_GSE76688_peak377	0.05121429
BG4_G4Seq_HaCaT_GSE76688_peak378	0.799192
BG4_G4Seq_HaCaT_GSE76688_peak379	0.031617723
BG4_G4Seq_HaCaT_GSE76688_peak380	0.062163286
BG4_G4Seq_HaCaT_GSE76688_peak381	0.0642597
BG4_G4Seq_HaCaT_GSE76688_peak382	0.10564305
BG4_G4Seq_HaCaT_GSE76688_peak383	0.028706113
BG4_G4Seq_HaCaT_GSE76688_peak384	0.7571994
BG4_G4Seq_HaCaT_GSE76688_peak385	0.003583403
BG4_G4Seq_HaCaT_GSE76688_peak386	0.87560076
BG4_G4Seq_HaCaT_GSE76688_peak387	0.023790564
BG4_G4Seq_HaCaT_GSE76688_peak388	0.0378429
BG4_G4Seq_HaCaT_GSE76688_peak389	0.101140045
BG4_G4Seq_HaCaT_GSE76688_peak390	0.5367201
BG4_G4Seq_HaCaT_GSE76688_peak391	0.066761434
BG4_G4Seq_HaCaT_GSE76688_peak392	0.35031542
BG4_G4Seq_HaCaT_GSE76688_peak393	0.13086426
BG4_G4Seq_HaCaT_GSE76688_peak394	0.8234669
BG4_G4Seq_HaCaT_GSE76688_peak395	0.06643453
BG4_G4Seq_HaCaT_GSE76688_peak396	0.5595978
BG4_G4Seq_HaCaT_GSE76688_peak397	0.00062931067
BG4_G4Seq_HaCaT_GSE76688_peak398	0.005776702
BG4_G4Seq_HaCaT_GSE76688_peak399	0.031285506
BG4_G4Seq_HaCaT_GSE76688_peak400	0.004335082
BG4_G4Seq_HaCaT_GSE76688_peak401	0.54931843
BG4_G4Seq_HaCaT_GSE76688_peak402	0.013637246
BG4_G4Seq_HaCaT_GSE76688_peak403	0.06726918
BG4_G4Seq_HaCaT_GSE76688_peak404	0.031088477
BG4_G4Seq_HaCaT_GSE76688_peak405	0.9300094
BG4_G4Seq_HaCaT_GSE76688_peak406	0.18590856
BG4_G4Seq_HaCaT_GSE76688_peak407	0.80646026
BG4_G4Seq_HaCaT_GSE76688_peak408	0.51684666
BG4_G4Seq_HaCaT_GSE76688_peak409	0.118625194
BG4_G4Seq_HaCaT_GSE76688_peak410	0.78669506
BG4_G4Seq_HaCaT_GSE76688_peak411	0.57695365
BG4_G4Seq_HaCaT_GSE76688_peak412	0.68720007
BG4_G4Seq_HaCaT_GSE76688_peak413	0.011382085
BG4_G4Seq_HaCaT_GSE76688_peak414	0.00013016035
BG4_G4Seq_HaCaT_GSE76688_peak415	0.30668035
BG4_G4Seq_HaCaT_GSE76688_peak416	0.3414861
BG4_G4Seq_HaCaT_GSE76688_peak417	0.0066056354
BG4_G4Seq_HaCaT_GSE76688_peak418	0.07791031
BG4_G4Seq_HaCaT_GSE76688_peak419	0.0020483404
BG4_G4Seq_HaCaT_GSE76688_peak420	0.33697844
BG4_G4Seq_HaCaT_GSE76688_peak421	0.05010627
BG4_G4Seq_HaCaT_GSE76688_peak422	0.85829324
BG4_G4Seq_HaCaT_GSE76688_peak423	0.049523845
BG4_G4Seq_HaCaT_GSE76688_peak424	0.028815443
BG4_G4Seq_HaCaT_GSE76688_peak425	0.75670695
BG4_G4Seq_HaCaT_GSE76688_peak426	0.9937809
BG4_G4Seq_HaCaT_GSE76688_peak427	0.2900246
BG4_G4Seq_HaCaT_GSE76688_peak428	0.98774326
BG4_G4Seq_HaCaT_GSE76688_peak429	0.8313047
BG4_G4Seq_HaCaT_GSE76688_peak430	0.9396499
BG4_G4Seq_HaCaT_GSE76688_peak431	0.8334772
BG4_G4Seq_HaCaT_GSE76688_peak432	0.66159856
BG4_G4Seq_HaCaT_GSE76688_peak433	0.771094
BG4_G4Seq_HaCaT_GSE76688_peak434	0.6991852
BG4_G4Seq_HaCaT_GSE76688_peak435	0.8330349
BG4_G4Seq_HaCaT_GSE76688_peak436	0.6020703
